CLIENTNUM,GRUPO_AB,FL_ATIVADO,VALOR_GASTO
49896,Teste,0,0.0
49897,Teste,1,3779.0099679318364
49898,Teste,0,0.0
49899,Teste,1,818.4815156313746
49900,Teste,0,0.0
49901,Teste,0,0.0
49902,Teste,0,0.0
49903,Teste,0,0.0
49904,Teste,0,0.0
49905,Teste,1,601.7695617388384
49906,Teste,0,0.0
49907,Teste,1,2588.8813999022627
49908,Teste,0,0.0
49909,Teste,1,4060.340092554637
49910,Teste,1,1223.2373454469775
49911,Teste,1,4264.867724967153
49912,Controle,0,0.0
49913,Teste,0,0.0
49914,Controle,1,3454.5976494061824
49915,Teste,0,0.0
49916,Teste,1,1994.7797950481854
49917,Teste,0,0.0
49918,Teste,0,0.0
49919,Teste,1,2821.2160932160227
49920,Teste,0,0.0
49921,Teste,1,4845.087408770323
49922,Teste,1,1473.9663678455245
49923,Teste,1,2747.909289848181
49924,Teste,0,0.0
49925,Teste,1,3310.1895024842934
49926,Teste,1,1121.065724640498
49927,Teste,1,695.8493988048933
49928,Teste,1,560.5697881916208
49929,Teste,0,0.0
49930,Teste,1,1961.117854700073
49931,Teste,1,832.7628251818942
49932,Teste,1,4116.964786435015
49933,Teste,1,4987.937872227857
49934,Teste,0,0.0
49935,Teste,0,0.0
49936,Teste,0,0.0
49937,Teste,1,775.8671978050882
49938,Teste,0,0.0
49939,Teste,0,0.0
49940,Teste,0,0.0
49941,Teste,0,0.0
49942,Teste,1,2447.268241700478
49943,Teste,1,615.7945534215864
49944,Controle,1,1102.9590084076845
49945,Teste,1,1953.1515240980332
49946,Teste,1,2271.6419587594246
49947,Teste,1,4729.023258928881
49948,Teste,1,2281.2656394060314
49949,Teste,1,2733.2494657583097
49950,Teste,0,0.0
49951,Teste,1,1605.1251572323988
49952,Teste,0,0.0
49953,Teste,1,500.5631244045897
49954,Teste,1,4547.005055299109
49955,Teste,1,867.7164066633717
49956,Teste,0,0.0
49957,Teste,1,4839.119784663031
49958,Teste,0,0.0
49959,Teste,0,0.0
49960,Teste,1,1088.7984684511712
49961,Teste,1,3221.953163376981
49962,Teste,1,4997.3476453548665
49963,Teste,1,1123.0906823135415
49964,Teste,0,0.0
49965,Teste,0,0.0
49966,Teste,1,2407.743882229209
49967,Teste,0,0.0
49968,Teste,1,4011.9065103716443
49969,Teste,1,644.8556743248572
49970,Teste,0,0.0
49971,Teste,1,3604.0223801302004
49972,Teste,0,0.0
49973,Teste,1,861.6800205085976
49974,Teste,1,1564.3406402295186
49975,Teste,1,1220.342731220122
49976,Teste,1,4583.013942411213
49977,Teste,0,0.0
49978,Teste,0,0.0
49979,Teste,0,0.0
49980,Teste,0,0.0
49981,Teste,1,1312.055225517564
49982,Teste,1,681.9534298182074
49983,Teste,0,0.0
49984,Teste,0,0.0
49985,Teste,0,0.0
49986,Teste,1,3144.3155530149297
49987,Teste,0,0.0
49988,Teste,1,2057.8141643436593
49989,Teste,1,2325.677992886149
49990,Teste,0,0.0
49991,Teste,1,1035.7823518814614
49992,Teste,1,3867.0552114493753
49993,Teste,0,0.0
49994,Teste,1,3206.991423395831
49995,Teste,1,2138.97670136726
49996,Teste,0,0.0
49997,Teste,1,1272.087246934112
49998,Teste,0,0.0
49999,Teste,1,3170.5328262675216
50000,Teste,0,0.0
50001,Teste,0,0.0
50002,Teste,1,4003.687757783198
50003,Controle,0,0.0
50004,Teste,0,0.0
50005,Teste,1,1905.787777402377
50006,Teste,0,0.0
50007,Teste,1,616.3717259236869
50008,Teste,0,0.0
50009,Teste,1,1464.547931388428
50010,Teste,1,3570.790185017732
50011,Teste,0,0.0
50012,Controle,0,0.0
50013,Teste,0,0.0
50014,Teste,0,0.0
50015,Teste,1,4950.933698556152
50016,Teste,0,0.0
50017,Teste,1,560.1930773394944
50018,Teste,0,0.0
50019,Teste,0,0.0
50020,Teste,1,1877.6910295944535
50021,Teste,1,779.0939170197748
50022,Teste,0,0.0
50023,Controle,1,1923.5717949336447
50024,Teste,0,0.0
50025,Teste,1,2326.6145440733953
50026,Teste,0,0.0
50027,Teste,1,4643.879413758147
50028,Teste,0,0.0
50029,Teste,1,862.5235973224044
50030,Teste,1,3997.103238795965
50031,Teste,0,0.0
50032,Controle,0,0.0
50033,Controle,1,2279.9047822833354
50034,Teste,0,0.0
50035,Teste,0,0.0
50036,Teste,1,4150.682823501174
50037,Teste,1,2810.309833965296
50038,Teste,0,0.0
50039,Teste,1,676.7691747953454
50040,Controle,0,0.0
50041,Controle,1,4757.926481216775
50042,Teste,0,0.0
50043,Teste,1,872.3032854553483
50044,Teste,0,0.0
50045,Controle,0,0.0
50046,Teste,0,0.0
50047,Controle,0,0.0
50048,Teste,1,3189.5757614019026
50049,Teste,0,0.0
50050,Teste,0,0.0
50051,Teste,1,4449.504933200821
50052,Teste,0,0.0
50053,Teste,1,858.9640898758724
50054,Teste,0,0.0
50055,Teste,0,0.0
50056,Teste,0,0.0
50057,Teste,1,2992.520247872058
50058,Teste,1,4209.304439860035
50059,Teste,1,4938.461188906081
50060,Teste,1,3759.4733036630955
50061,Controle,0,0.0
50062,Teste,1,1752.5046895848213
50063,Teste,0,0.0
50064,Teste,1,3648.0664843043423
50065,Teste,0,0.0
50066,Teste,1,3675.950461884377
50067,Teste,0,0.0
50068,Teste,0,0.0
50069,Controle,0,0.0
50070,Teste,0,0.0
50071,Teste,0,0.0
50072,Controle,0,0.0
50073,Teste,0,0.0
50074,Teste,1,3649.8470544707784
50075,Teste,1,4344.171966918975
50076,Teste,0,0.0
50077,Controle,0,0.0
50078,Teste,1,893.2102813377091
50079,Teste,0,0.0
50080,Teste,0,0.0
50081,Teste,0,0.0
50082,Teste,1,987.8893043694502
50083,Teste,0,0.0
50084,Teste,1,3382.777059015011
50085,Teste,0,0.0
50086,Teste,1,4792.464932441845
50087,Teste,0,0.0
50088,Teste,0,0.0
50089,Teste,0,0.0
50090,Teste,0,0.0
50091,Teste,0,0.0
50092,Teste,0,0.0
50093,Teste,0,0.0
50094,Teste,0,0.0
50095,Teste,1,2596.273875136607
50096,Teste,0,0.0
50097,Teste,1,4822.532157315538
50098,Teste,0,0.0
50099,Controle,0,0.0
50100,Teste,0,0.0
50101,Teste,1,4721.383667822693
50102,Teste,1,4563.093822054438
50103,Teste,0,0.0
50104,Teste,1,4594.329386888384
50105,Teste,1,4542.434569975937
50106,Controle,1,4189.50222592632
50107,Teste,1,3627.4053137239866
50108,Teste,1,609.8368036667371
50109,Controle,1,1095.1411647022362
50110,Teste,0,0.0
50111,Teste,1,1104.044245391602
50112,Teste,1,605.9312792581544
50113,Controle,1,1025.157957906365
50114,Teste,1,4638.858951051979
50115,Teste,1,3487.119291098537
50116,Controle,0,0.0
50117,Teste,0,0.0
50118,Teste,0,0.0
50119,Teste,1,1904.328582329401
50120,Teste,1,4070.1200550650597
50121,Teste,0,0.0
50122,Teste,1,2697.662691296829
50123,Teste,0,0.0
50124,Teste,1,1139.5716661214447
50125,Teste,1,4480.259365519217
50126,Teste,1,2023.9787580641262
50127,Controle,0,0.0
50128,Teste,0,0.0
50129,Teste,0,0.0
50130,Teste,1,3644.866537384524
50131,Teste,0,0.0
50132,Teste,1,1807.6737222482334
50133,Teste,0,0.0
50134,Teste,0,0.0
50135,Teste,1,2750.3206280321
50136,Controle,0,0.0
50137,Teste,1,4173.13720188687
50138,Teste,1,1205.4980589096544
50139,Teste,0,0.0
50140,Teste,0,0.0
50141,Teste,0,0.0
50142,Teste,1,4897.631278576753
50143,Teste,1,815.9716528732679
50144,Teste,1,2903.040093832268
50145,Teste,0,0.0
50146,Teste,1,4622.114837083766
50147,Teste,1,4755.622481971364
50148,Teste,0,0.0
50149,Controle,0,0.0
50150,Teste,1,1544.490332958992
50151,Teste,1,1147.9324154666388
50152,Teste,1,3759.8135014305094
50153,Teste,1,688.881057243067
50154,Teste,1,2683.575360636414
50155,Teste,1,4083.5985205693187
50156,Teste,1,3021.1462603257523
50157,Teste,1,1346.0596959830227
50158,Teste,0,0.0
50159,Teste,1,2691.6993476148346
50160,Teste,1,4645.736224020018
50161,Teste,0,0.0
50162,Controle,0,0.0
50163,Teste,0,0.0
50164,Teste,1,3277.4584011992456
50165,Teste,0,0.0
50166,Teste,0,0.0
50167,Teste,0,0.0
50168,Teste,0,0.0
50169,Teste,1,3746.7078240605892
50170,Teste,0,0.0
50171,Teste,1,2013.1874584813172
50172,Teste,1,1348.1769882542799
50173,Teste,1,1650.3900345482164
50174,Teste,1,2899.2991719213273
50175,Controle,1,1760.9906912481667
50176,Teste,1,2938.841543417455
50177,Teste,0,0.0
50178,Teste,1,3685.063673192796
50179,Teste,0,0.0
50180,Teste,0,0.0
50181,Teste,0,0.0
50182,Teste,0,0.0
50183,Teste,0,0.0
50184,Controle,0,0.0
50185,Teste,1,3804.7814427663566
50186,Controle,1,1241.0822284749206
50187,Teste,0,0.0
50188,Teste,1,3876.938819752384
50189,Teste,1,3527.0966281656156
50190,Teste,1,554.0231001591801
50191,Controle,0,0.0
50192,Teste,0,0.0
50193,Teste,1,764.9247879038787
50194,Teste,0,0.0
50195,Teste,0,0.0
50196,Teste,1,3408.1227583717114
50197,Teste,1,2226.6675480366935
50198,Teste,1,1157.4679980904966
50199,Teste,0,0.0
50200,Teste,1,699.7845162633496
50201,Teste,1,1217.2925330259388
50202,Teste,1,4808.812839447275
50203,Teste,1,3774.0453870693636
50204,Controle,0,0.0
50205,Controle,0,0.0
50206,Teste,1,2874.674394204322
50207,Teste,0,0.0
50208,Teste,1,4736.932250245663
50209,Teste,0,0.0
50210,Teste,0,0.0
50211,Teste,0,0.0
50212,Teste,1,3285.9969695672175
50213,Teste,1,3765.4033472630026
50214,Teste,0,0.0
50215,Teste,0,0.0
50216,Teste,1,1771.9331832764242
50217,Teste,1,3150.418296151381
50218,Teste,0,0.0
50219,Teste,1,1145.6475993402812
50220,Teste,0,0.0
50221,Teste,0,0.0
50222,Teste,1,2320.1741533899894
50223,Teste,0,0.0
50224,Teste,1,649.5814624397456
50225,Teste,0,0.0
50226,Teste,1,1474.826394122062
50227,Teste,1,836.9088324020361
50228,Teste,0,0.0
50229,Teste,1,2245.004687782541
50230,Teste,0,0.0
50231,Teste,1,4293.658240873206
50232,Controle,0,0.0
50233,Teste,1,2200.703478552739
50234,Teste,0,0.0
50235,Teste,1,4242.378316975895
50236,Teste,0,0.0
50237,Teste,1,3454.242406604993
50238,Teste,1,2792.882509838725
50239,Teste,0,0.0
50240,Teste,1,1566.0126196759875
50241,Teste,1,4649.702417798686
50242,Teste,0,0.0
50243,Teste,0,0.0
50244,Teste,0,0.0
50245,Controle,1,743.9036397891497
50246,Teste,1,3600.1085796446687
50247,Teste,0,0.0
50248,Teste,0,0.0
50249,Teste,0,0.0
50250,Teste,1,3295.5795176421598
50251,Teste,0,0.0
50252,Teste,0,0.0
50253,Teste,1,2484.6868501543704
50254,Teste,0,0.0
50255,Teste,1,1581.444298816724
50256,Teste,0,0.0
50257,Teste,0,0.0
50258,Controle,0,0.0
50259,Teste,0,0.0
50260,Teste,1,2438.131715803701
50261,Teste,1,4427.477264990393
50262,Teste,1,4265.447496147293
50263,Teste,1,4736.215624896631
50264,Teste,0,0.0
50265,Teste,0,0.0
50266,Teste,1,1885.0694298136161
50267,Teste,1,2241.9687126599283
50268,Teste,0,0.0
50269,Teste,0,0.0
50270,Teste,0,0.0
50271,Teste,1,584.267686969385
50272,Teste,0,0.0
50273,Teste,1,4743.274976240037
50274,Teste,1,1982.25541317771
50275,Teste,0,0.0
50276,Teste,1,2318.73719689847
50277,Teste,0,0.0
50278,Teste,0,0.0
50279,Teste,1,4585.1207515132755
50280,Teste,0,0.0
50281,Teste,0,0.0
50282,Teste,1,2869.692935750659
50283,Teste,0,0.0
50284,Teste,0,0.0
50285,Controle,0,0.0
50286,Teste,0,0.0
50287,Teste,1,3047.785437899651
50288,Teste,1,1293.0477716791256
50289,Teste,0,0.0
50290,Teste,1,2743.970093683945
50291,Controle,1,4631.9387040894835
50292,Controle,1,3014.231396485667
50293,Teste,0,0.0
50294,Teste,0,0.0
50295,Teste,0,0.0
50296,Teste,0,0.0
50297,Teste,1,1648.0236408789112
50298,Teste,0,0.0
50299,Teste,1,640.3138886064328
50300,Teste,1,2013.357980543306
50301,Teste,1,3076.6591132900608
50302,Teste,0,0.0
50303,Teste,1,691.7597976687355
50304,Teste,1,3244.066597810203
50305,Teste,1,2855.3622220315074
50306,Teste,1,4025.459611249569
50307,Teste,1,629.9967752238283
50308,Teste,0,0.0
50309,Teste,1,4013.8130516843185
50310,Teste,0,0.0
50311,Teste,1,2843.946705911481
50312,Teste,1,2167.3819975087017
50313,Teste,0,0.0
50314,Teste,1,4844.223393614709
50315,Teste,1,1220.5379625622386
50316,Teste,0,0.0
50317,Controle,0,0.0
50318,Controle,0,0.0
50319,Teste,1,2935.963035909979
50320,Controle,0,0.0
50321,Teste,1,1944.416631166153
50322,Teste,0,0.0
50323,Teste,1,2873.688704579011
50324,Teste,1,2985.2395366118544
50325,Teste,0,0.0
50326,Teste,1,902.517117911806
50327,Controle,0,0.0
50328,Teste,0,0.0
50329,Teste,1,3475.108161132574
50330,Controle,0,0.0
50331,Teste,0,0.0
50332,Teste,0,0.0
50333,Controle,0,0.0
50334,Teste,0,0.0
50335,Teste,1,3355.1667316355533
50336,Teste,1,3962.6027358550878
50337,Teste,1,907.9632214662695
50338,Teste,1,1837.6634610665951
50339,Teste,1,3425.4976987764558
50340,Teste,0,0.0
50341,Teste,0,0.0
50342,Teste,0,0.0
50343,Teste,1,1115.2887166202381
50344,Teste,0,0.0
50345,Teste,0,0.0
50346,Teste,1,3549.1919485479903
50347,Teste,1,765.6201986919034
50348,Teste,1,2007.1919883183248
50349,Teste,1,4310.200050496336
50350,Teste,1,3984.3108067152207
50351,Teste,0,0.0
50352,Teste,1,3401.4232185218957
50353,Teste,1,4417.062874812955
50354,Teste,0,0.0
50355,Teste,1,3691.712948774902
50356,Teste,0,0.0
50357,Teste,1,2837.1879734486133
50358,Teste,1,4908.72875173604
50359,Teste,1,3626.852359051938
50360,Teste,1,3206.152295658514
50361,Controle,1,2339.917524291041
50362,Teste,1,4560.856243605727
50363,Teste,1,1830.6909302224676
50364,Teste,0,0.0
50365,Teste,1,541.4881739490621
50366,Teste,0,0.0
50367,Teste,1,1385.33235094562
50368,Controle,1,992.8287137406162
50369,Teste,1,1935.4719837788243
50370,Teste,1,4216.454048563048
50371,Teste,1,3431.8835841425334
50372,Teste,0,0.0
50373,Teste,0,0.0
50374,Teste,1,1260.4126515517064
50375,Teste,0,0.0
50376,Teste,1,4049.6977449155233
50377,Teste,1,2768.989397447312
50378,Controle,1,2807.2158085323363
50379,Teste,1,2129.50481441393
50380,Teste,1,4390.773641699106
50381,Teste,0,0.0
50382,Teste,0,0.0
50383,Teste,1,1932.472867351067
50384,Teste,1,923.628923013599
50385,Teste,1,1862.2804728737528
50386,Teste,1,3719.0909582054855
50387,Teste,1,3459.1184906149797
50388,Teste,0,0.0
50389,Teste,1,1346.0771909911005
50390,Teste,0,0.0
50391,Teste,0,0.0
50392,Teste,0,0.0
50393,Teste,1,1003.0293459722391
50394,Teste,0,0.0
50395,Controle,1,3473.8959128078586
50396,Teste,1,3543.695760447105
50397,Teste,1,2147.673367447568
50398,Teste,1,4292.606225880859
50399,Teste,1,4901.923417099626
50400,Controle,0,0.0
50401,Teste,0,0.0
50402,Teste,0,0.0
50403,Teste,1,1425.4035055222794
50404,Controle,1,3096.8092206771275
50405,Teste,1,524.0584805177263
50406,Teste,0,0.0
50407,Teste,0,0.0
50408,Teste,0,0.0
50409,Teste,1,3708.744782118293
50410,Teste,0,0.0
50411,Teste,1,2364.26951103493
50412,Teste,1,1369.7115210642419
50413,Teste,1,3884.998647939693
50414,Teste,1,4147.919589002363
50415,Teste,1,1000.2492552917179
50416,Teste,1,684.480928271153
50417,Teste,1,2003.3529875110278
50418,Teste,0,0.0
50419,Teste,1,3316.95709592466
50420,Teste,1,4070.3878723488488
50421,Teste,1,2957.2812348370594
50422,Teste,0,0.0
50423,Teste,0,0.0
50424,Teste,0,0.0
50425,Controle,1,3113.3694933814127
50426,Controle,0,0.0
50427,Teste,0,0.0
50428,Teste,1,4099.361997888011
50429,Controle,0,0.0
50430,Teste,0,0.0
50431,Teste,1,2879.7951839844172
50432,Teste,0,0.0
50433,Teste,0,0.0
50434,Teste,1,3250.1952060183526
50435,Teste,1,2822.9780298945166
50436,Teste,1,4462.062050154668
50437,Teste,1,1559.8247836328999
50438,Teste,1,1687.971130432292
50439,Teste,0,0.0
50440,Teste,0,0.0
50441,Teste,0,0.0
50442,Teste,0,0.0
50443,Teste,1,1075.826577208216
50444,Teste,0,0.0
50445,Teste,1,4187.600381724898
50446,Teste,1,2352.997807530608
50447,Controle,0,0.0
50448,Teste,0,0.0
50449,Teste,1,2065.522733965597
50450,Teste,1,4916.069226892203
50451,Teste,0,0.0
50452,Controle,1,4670.6151489790345
50453,Teste,1,4873.944569561426
50454,Teste,1,1140.3454854141178
50455,Teste,0,0.0
50456,Controle,0,0.0
50457,Teste,0,0.0
50458,Teste,1,4510.633159166748
50459,Teste,0,0.0
50460,Teste,0,0.0
50461,Teste,0,0.0
50462,Controle,0,0.0
50463,Controle,0,0.0
50464,Teste,0,0.0
50465,Teste,1,1979.1931972435316
50466,Teste,0,0.0
50467,Teste,0,0.0
50468,Teste,1,556.9554659533813
50469,Teste,0,0.0
50470,Teste,1,2260.842511923809
50471,Teste,0,0.0
50472,Teste,0,0.0
50473,Teste,1,2791.3835891212684
50474,Controle,1,986.9919060533241
50475,Teste,0,0.0
50476,Teste,0,0.0
50477,Teste,1,2919.5492759341532
50478,Controle,1,4187.586128795292
50479,Teste,1,2199.429278776373
50480,Teste,1,2086.90162940436
50481,Teste,1,2024.6468910380484
50482,Teste,1,4653.925006476614
50483,Teste,0,0.0
50484,Teste,0,0.0
50485,Teste,0,0.0
50486,Teste,1,719.411444555896
50487,Teste,0,0.0
50488,Controle,0,0.0
50489,Teste,1,2502.842638968299
50490,Controle,1,1690.697543673726
50491,Teste,1,4522.1316142437245
50492,Teste,1,932.2351861271177
50493,Teste,1,2351.4924500618486
50494,Teste,0,0.0
50495,Teste,0,0.0
50496,Teste,1,2330.672684139886
50497,Teste,1,4497.774878961602
50498,Teste,1,1469.7205026843626
50499,Teste,1,3402.0293463572502
50500,Teste,0,0.0
50501,Teste,0,0.0
50502,Teste,0,0.0
50503,Controle,1,1104.8275709950508
50504,Teste,0,0.0
50505,Teste,0,0.0
50506,Teste,0,0.0
50507,Teste,0,0.0
50508,Teste,1,4792.8907133624425
50509,Teste,1,3168.567316725286
50510,Teste,0,0.0
50511,Teste,0,0.0
50512,Teste,0,0.0
50513,Teste,0,0.0
50514,Teste,0,0.0
50515,Teste,1,3318.1552864430164
50516,Teste,1,2451.980307472125
50517,Controle,1,2040.2722069984502
50518,Teste,0,0.0
50519,Teste,1,1457.0439327269432
50520,Controle,1,3217.944892245165
50521,Teste,1,4795.527854067071
50522,Teste,1,2119.059293415814
50523,Teste,1,4474.205998979243
50524,Teste,0,0.0
50525,Teste,0,0.0
50526,Teste,1,1169.4934078126234
50527,Controle,1,4712.567093968103
50528,Teste,0,0.0
50529,Controle,1,2077.1882775413446
50530,Teste,0,0.0
50531,Teste,0,0.0
50532,Teste,0,0.0
50533,Teste,1,2208.7724521700557
50534,Teste,1,2582.790156654477
50535,Teste,1,3732.099214764426
50536,Controle,1,3738.4404516006584
50537,Teste,1,2658.1486312384936
50538,Teste,1,2854.188046912712
50539,Teste,1,635.0471949836353
50540,Teste,1,1869.3351570124655
50541,Teste,1,2057.0768340377426
50542,Teste,0,0.0
50543,Teste,0,0.0
50544,Teste,0,0.0
50545,Controle,1,3014.2727092659175
50546,Controle,1,3012.34895317087
50547,Teste,1,3694.5490897754294
50548,Teste,1,3726.6228329813644
50549,Teste,1,1558.4482589543734
50550,Controle,1,3965.842179971711
50551,Teste,1,588.2160562082693
50552,Teste,0,0.0
50553,Teste,0,0.0
50554,Teste,0,0.0
50555,Teste,1,3722.728480730242
50556,Teste,0,0.0
50557,Teste,0,0.0
50558,Controle,0,0.0
50559,Teste,0,0.0
50560,Teste,0,0.0
50561,Teste,0,0.0
50562,Teste,1,959.2749658374039
50563,Teste,1,3783.4169378954857
50564,Teste,1,2872.0314075578194
50565,Teste,0,0.0
50566,Teste,0,0.0
50567,Teste,0,0.0
50568,Controle,1,2467.6452530739143
50569,Teste,0,0.0
50570,Teste,0,0.0
50571,Teste,1,3607.9987539264307
50572,Teste,1,663.6687518625472
50573,Teste,0,0.0
50574,Teste,0,0.0
50575,Teste,1,1505.6164655401026
50576,Teste,1,3273.980641104443
50577,Teste,1,4312.469329838681
50578,Teste,0,0.0
50579,Teste,0,0.0
50580,Teste,1,2214.9843662530266
50581,Teste,1,1664.4266268510069
50582,Teste,0,0.0
50583,Teste,1,2834.3139610504745
50584,Teste,1,3300.418635740786
50585,Teste,1,2390.463641325859
50586,Teste,1,4445.198071968898
50587,Controle,1,2855.4741898700604
50588,Teste,0,0.0
50589,Controle,1,661.2061440676325
50590,Teste,0,0.0
50591,Teste,1,1503.7427961778567
50592,Teste,0,0.0
50593,Teste,0,0.0
50594,Teste,1,2527.9116391301654
50595,Teste,0,0.0
50596,Controle,0,0.0
50597,Controle,1,3639.7648355762003
50598,Teste,0,0.0
50599,Teste,0,0.0
50600,Teste,0,0.0
50601,Teste,0,0.0
50602,Teste,0,0.0
50603,Teste,0,0.0
50604,Teste,1,1488.88509706665
50605,Teste,1,4893.158478728395
50606,Teste,1,1933.5121618463756
50607,Teste,1,2896.160930872648
50608,Teste,1,585.3487312896852
50609,Teste,0,0.0
50610,Teste,1,4482.00824643862
50611,Teste,0,0.0
50612,Teste,1,4049.7559408633256
50613,Teste,0,0.0
50614,Teste,0,0.0
50615,Teste,1,1379.561019330167
50616,Teste,0,0.0
50617,Teste,1,4699.565110579293
50618,Teste,0,0.0
50619,Teste,1,1921.2789370883208
50620,Teste,1,3614.838297710527
50621,Teste,0,0.0
50622,Teste,0,0.0
50623,Teste,0,0.0
50624,Teste,0,0.0
50625,Teste,1,4185.393431074699
50626,Teste,1,3834.115075567314
50627,Teste,1,4629.122528134285
50628,Teste,1,4389.236421533188
50629,Teste,0,0.0
50630,Teste,0,0.0
50631,Teste,1,4975.751813412246
50632,Teste,0,0.0
50633,Teste,1,1321.751356592655
50634,Teste,1,1871.4281055201502
50635,Teste,0,0.0
50636,Teste,1,3363.016403442335
50637,Teste,1,3798.7123365121265
50638,Teste,0,0.0
50639,Teste,0,0.0
50640,Teste,0,0.0
50641,Teste,1,2905.7227455006914
50642,Teste,1,832.6776419897672
50643,Teste,0,0.0
50644,Teste,0,0.0
50645,Teste,0,0.0
50646,Teste,0,0.0
50647,Teste,0,0.0
50648,Teste,0,0.0
50649,Teste,1,4287.178520601719
50650,Teste,0,0.0
50651,Teste,0,0.0
50652,Teste,1,4823.934602095724
50653,Teste,1,2324.8257972187766
50654,Teste,1,1511.6561676448073
50655,Controle,1,586.9118973293939
50656,Teste,1,1567.8456624211337
50657,Teste,0,0.0
50658,Teste,1,3649.6344867729
50659,Teste,0,0.0
50660,Controle,0,0.0
50661,Teste,0,0.0
50662,Teste,1,4602.152244527287
50663,Teste,1,920.8087989429462
50664,Teste,1,2989.6663422286847
50665,Teste,1,3629.8906183032454
50666,Teste,0,0.0
50667,Teste,0,0.0
50668,Teste,1,1743.7136949782087
50669,Teste,1,3064.536676266359
50670,Teste,0,0.0
50671,Teste,0,0.0
50672,Teste,1,3718.617917025978
50673,Teste,1,4269.736594109196
50674,Teste,0,0.0
50675,Teste,1,2536.2493286899144
50676,Teste,0,0.0
50677,Teste,0,0.0
50678,Teste,1,3865.357485135323
50679,Teste,0,0.0
50680,Teste,0,0.0
50681,Teste,1,1858.0233728293235
50682,Teste,1,1458.7103604747138
50683,Teste,0,0.0
50684,Teste,1,1342.9118574080035
50685,Teste,0,0.0
50686,Teste,0,0.0
50687,Teste,0,0.0
50688,Teste,1,2114.9272932157683
50689,Teste,0,0.0
50690,Teste,0,0.0
50691,Teste,1,661.4585680498207
50692,Teste,1,1773.4632694936238
50693,Teste,1,3435.002709994527
50694,Teste,0,0.0
50695,Teste,1,3415.635712220615
50696,Teste,1,830.9921292117106
50697,Teste,0,0.0
50698,Teste,0,0.0
50699,Teste,1,1793.3702768627907
50700,Teste,0,0.0
50701,Teste,0,0.0
50702,Teste,0,0.0
50703,Teste,0,0.0
50704,Teste,1,3063.0094910506477
50705,Teste,0,0.0
50706,Teste,1,1933.4846187639628
50707,Teste,1,2380.9461088499306
50708,Controle,1,3707.648407020938
50709,Teste,0,0.0
50710,Teste,0,0.0
50711,Teste,1,541.7007325548352
50712,Teste,1,1743.7709483979374
50713,Teste,1,1140.6750970325752
50714,Teste,1,1074.2413224402128
50715,Teste,0,0.0
50716,Controle,1,4815.680974012612
50717,Teste,0,0.0
50718,Teste,1,2194.52149203088
50719,Teste,1,2871.898632093379
50720,Teste,0,0.0
50721,Teste,0,0.0
50722,Teste,0,0.0
50723,Teste,0,0.0
50724,Teste,0,0.0
50725,Teste,1,3802.1984918133467
50726,Teste,0,0.0
50727,Teste,1,713.5136368702258
50728,Teste,1,1584.6018735096425
50729,Teste,1,4244.665043046707
50730,Controle,0,0.0
50731,Teste,1,4378.957759300465
50732,Teste,0,0.0
50733,Teste,1,2178.279142883609
50734,Teste,0,0.0
50735,Teste,0,0.0
50736,Teste,0,0.0
50737,Teste,0,0.0
50738,Controle,1,2186.877198432957
50739,Teste,1,3906.0359469899686
50740,Teste,0,0.0
50741,Teste,0,0.0
50742,Teste,0,0.0
50743,Teste,0,0.0
50744,Teste,0,0.0
50745,Teste,1,1827.8160203744112
50746,Teste,0,0.0
50747,Teste,0,0.0
50748,Teste,1,1026.9233651299915
50749,Teste,0,0.0
50750,Controle,1,1658.9095260826255
50751,Teste,1,2243.0512923609867
50752,Controle,1,734.9211931779422
50753,Teste,1,2654.0611439007866
50754,Teste,1,3830.033807477503
50755,Teste,1,2811.8531501620773
50756,Teste,0,0.0
50757,Teste,1,823.5290323152814
50758,Controle,0,0.0
50759,Teste,0,0.0
50760,Controle,0,0.0
50761,Teste,1,2480.673341056813
50762,Teste,0,0.0
50763,Teste,1,3690.070736192747
50764,Controle,1,761.4349429558547
50765,Teste,1,769.3123537709982
50766,Teste,0,0.0
50767,Teste,1,2167.7063143144223
50768,Teste,0,0.0
50769,Teste,1,1377.337838556691
50770,Teste,1,4706.513560887892
50771,Teste,0,0.0
50772,Teste,0,0.0
50773,Teste,0,0.0
50774,Teste,1,3116.046216828844
50775,Teste,1,1792.964297326533
50776,Teste,1,3671.4952810172786
50777,Teste,1,2187.1807311169796
50778,Teste,1,1094.520399705545
50779,Teste,0,0.0
50780,Controle,0,0.0
50781,Teste,1,1567.5450342961117
50782,Teste,1,3392.3627800671907
50783,Teste,0,0.0
50784,Teste,1,733.4424769864625
50785,Controle,0,0.0
50786,Teste,0,0.0
50787,Teste,1,1727.1006802162867
50788,Teste,1,1437.4016493897857
50789,Teste,1,1405.107998044394
50790,Teste,1,3572.43085389187
50791,Teste,1,4216.176125394641
50792,Teste,1,3721.399736289164
50793,Teste,1,3405.7751711023047
50794,Controle,0,0.0
50795,Teste,1,4624.032973180388
50796,Teste,1,762.7657119093358
50797,Teste,1,1253.6738868930834
50798,Teste,1,2364.8308505173945
50799,Teste,1,2176.0323957674045
50800,Teste,0,0.0
50801,Teste,0,0.0
50802,Teste,0,0.0
50803,Teste,0,0.0
50804,Teste,0,0.0
50805,Teste,0,0.0
50806,Controle,1,2381.232213333601
50807,Teste,0,0.0
50808,Teste,0,0.0
